name	logFC	Pval	logPval	FDR
FAM173A	0.458648875310526	8.92515345853416e-9	8.049384307919228	4.81298638110118e-8
AC099811.1	0.458311146623853	8.2784052189285e-6	5.0820533191725845	2.90229719625485e-5
PXN	0.458291439520801	4.09640030401862e-22	21.38759761030085	7.09745878761488e-21
CDK12	0.457737238568461	1.73445340661381e-21	20.76083736230927	2.88492389232253e-20
FAM168A	0.457367632936839	3.40186742622888e-6	5.4682826152323045	1.27590039468443e-5
USP53	0.457121886753681	1.73769369960787e-6	5.760026773510729	6.79170516675509e-6
SRPK2	0.456266351267609	4.15674078454738e-13	12.381247057367913	3.5057379950098e-12
METTL1	0.455639444443083	1.49706709441352e-5	4.824758735341256	5.01680087279991e-5
BTBD3	0.45558524479554	1.17328510709025e-5	4.930596441941838	4.00760670150397e-5
PAGE1	0.455052456059054	4.65673685048613e-8	7.331918303104589	2.29690723249352e-7
NTMT1	0.454478189370508	2.12609916867463e-10	9.672416482332137	1.37671038924876e-9
ZNF865	0.454423591375181	2.65548195745524e-8	7.575856645027841	1.3552310267397e-7
AACS	0.454407210496916	4.44633734827561e-6	5.351997590009372	1.63180239443238e-5
TEAD4	0.454228666402501	6.78818453803322e-7	6.1682463598192765	2.82516087562009e-6
PMS1	0.453409375927614	3.85241418684953e-5	4.414267026481781	1.20243434589582e-4
ABCF1	0.453375882197066	1.53590758300342e-23	22.81363491542374	2.88027845565583e-22
TBCE	0.453282655325732	5.37623522111406e-13	12.269521738280666	4.49068241526068e-12
WDR59	0.452753939431135	2.32026324901986e-12	11.634462738768221	1.82341805370796e-11
EYA3	0.452444809317794	2.68557126181813e-12	11.570963319101638	2.09159638013263e-11
PARD3	0.45205594608005	5.10099650574116e-5	4.292344973966922	1.56565887615239e-4
VPS9D1-AS1	0.451995322636326	6.10725785267491e-5	4.214153743401907	1.85663744764726e-4
HERC2	0.450636537237436	3.59656559630934e-16	15.444112014369066	3.9950700770154e-15
CTU2	0.45029260016591	1.42858911666975e-10	9.845092662757098	9.39685440978646e-10
PRR5	0.450247530015447	0.00169750574929189	2.7701887461305157	0.00391297782266273
WDR24	0.44997948308534	5.92252242648254e-7	6.227493286083598	2.49638627090697e-6
ECM1	0.449570738211775	3.48827679531852e-9	8.457389061035927	1.96015741894397e-8
CXCL3	0.44863984157206	0.00104002898595218	2.9829545566015456	0.00250234898657779
VAV1	0.448088031428308	2.22476761774688e-6	5.652715345402522	8.56589271180805e-6
RAB11FIP1	0.448052074142791	1.90654895641533e-10	9.719752038421754	1.23873873771441e-9
CBFA2T2	0.447250225662799	3.06585706733902e-6	5.5134480961590455	1.15805122401384e-5
PIP4K2B	0.446982548396319	1.31440662052762e-5	4.8812702620719515	4.45463675362374e-5
PFKFB4	0.44690302730247	7.94059264363836e-6	5.100147082930985	2.79205250160872e-5
GPRIN1	0.44630631271419	8.09065561211455e-7	6.092016284668684	3.33243024436966e-6
TMEM63B	0.44595561339233	1.80344107064968e-9	8.743898044146725	1.04788034020009e-8
FZD4	0.445892489455701	9.35602108864408e-6	5.02890880795401	3.2515851815663e-5
TMEM38B	0.445879339085434	2.97896178632579e-11	10.525935067813586	2.09954241152689e-10
SNHG7	0.445442207943367	1.42299203124341e-9	8.846797531958375	8.35450938416943e-9
MCM3AP	0.445203939752071	8.38807680286808e-24	23.076337601703464	1.60126879326607e-22
PIGV	0.444838705190757	3.07926224945666e-4	3.511553322255676	8.29345653444199e-4
ATF7	0.444647121653133	1.53153402607308e-7	6.814873350034931	7.03872725870396e-7
UAP1L1	0.444351414588087	2.49488072327434e-4	3.602950212550421	6.83697399352314e-4
